name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
L’Homme Ideal Eau de Parfum,Guerlain,https://fimgs.net/mdimg/perfume/375x500.37735.jpg,for men,4.37,2956,"sweet , cherry , vanilla , almond , nutty , amber , fruity , warm spicy , leather , smoky ",moderate,"['Almond', 'Spices', 'Lavender', 'Bergamot', 'Rosemary', 'Thyme']","['Cherry', 'Vanilla', 'Incense', 'Bulgarian Rose']","['Tonka Bean', 'Leather', 'Sandalwood']","{'very weak': 74, 'weak': 108, 'moderate': 406, 'long lasting': 778, 'eternal': 198}",,"{'female': 2, 'more female': 9, 'unisex': 113, 'more male': 167, 'male': 115}","{'way overpriced': 4, 'overpriced': 28, 'ok': 190, 'good value': 110, 'great value': 25}",,,,,,,,winter,"{'sweet': 100.0, 'cherry': 92.8321, 'vanilla': 90.4173, 'almond': 90.1364, 'nutty': 76.135, 'amber': 68.2566, 'fruity': 67.9222, 'warm spicy': 65.7349, 'leather': 61.9966, 'smoky': 59.3635}"
Arabie,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.1005.jpg,for women and men,3.98,2859,"fresh spicy , sweet , fruity , warm spicy , amber , woody , aromatic , balsamic , powdery ",strong,[],"['Dried Fruits', 'Cloves', 'Dates', 'Nutmeg', 'Caraway', 'Bay Leaf', 'Resin', 'Siam Benzoin', 'Myrrh', 'Fig', 'Sandalwood', 'Mandarin Orange', 'Tonka Bean', 'Cedar']",[],"{'very weak': 33, 'weak': 48, 'moderate': 132, 'long lasting': 321, 'eternal': 146}",,"{'female': 2, 'more female': 7, 'unisex': 30, 'more male': 4, 'male': 0}","{'way overpriced': 1, 'overpriced': 7, 'ok': 24, 'good value': 3, 'great value': 2}",,,,,,,,winter,"{'fresh spicy': 100.0, 'sweet': 96.0072, 'fruity': 95.2813, 'warm spicy': 86.4919, 'amber': 79.3545, 'woody': 69.091, 'aromatic': 58.7941, 'balsamic': 48.4936, 'powdery': 44.1378}"
Poison,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.218.jpg,for women,3.95,11866,"fruity , sweet , amber , white floral , woody , warm spicy , balsamic , tuberose , floral , honey ",enormous,"['Plum', 'Wild berries', 'Coriander', 'Anise', 'Brazilian Rosewood']","['Tuberose', 'Incense', 'white honey', 'Cinnamon', 'Opoponax', 'Carnation', 'Jasmine', 'African Orange flower', 'Rose']","['Vanille', 'Amber', 'Sandalwood', 'Musk', 'Heliotrope', 'Vetiver', 'Virginia Cedar']","{'very weak': 78, 'weak': 90, 'moderate': 307, 'long lasting': 800, 'eternal': 1565}",,"{'female': 149, 'more female': 33, 'unisex': 35, 'more male': 2, 'male': 2}","{'way overpriced': 9, 'overpriced': 37, 'ok': 113, 'good value': 32, 'great value': 12}",,,,,,,,winter,"{'fruity': 100.0, 'sweet': 96.4821, 'amber': 92.2035, 'white floral': 86.7026, 'woody': 85.1251, 'warm spicy': 78.9501, 'balsamic': 69.8069, 'tuberose': 69.5822, 'floral': 65.0911, 'honey': 63.3723}"
Levante Intense,Jo Milano Paris,https://fimgs.net/mdimg/perfume/375x500.54421.jpg,for women and men,4.43,7,"citrus , fresh spicy , mossy , white floral , earthy , aromatic , woody ",strong,['Grapefruit'],"['Jasmine', 'Bay Leaf']","['Oakmoss', 'Patchouli']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 6, 'eternal': 1}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}",,,,,,,,spring,"{'citrus': 100.0, 'fresh spicy': 76.2, 'mossy': 72.0, 'white floral': 72.0, 'earthy': 65.0, 'aromatic': 55.2, 'woody': 51.0}"
Kate Spade New York,Kate Spade,https://fimgs.net/mdimg/perfume/375x500.64401.jpg,for women,3.88,40,"amber , citrus , fruity , woody , musky , floral , sweet , rose , powdery , fresh spicy ",moderate,"['Wild Strawberry', 'Bergamot', 'Citruses']","['Rose', 'Freesia']","['Ambroxan', 'Cashmeran']","{'very weak': 0, 'weak': 7, 'moderate': 9, 'long lasting': 5, 'eternal': 0}",,"{'female': 19, 'more female': 3, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 3, 'ok': 9, 'good value': 2, 'great value': 1}",,,,,,,,fall,"{'amber': 100.0, 'citrus': 94.717, 'fruity': 92.7359, 'woody': 92.7359, 'musky': 91.7453, 'floral': 76.5566, 'sweet': 73.9151, 'rose': 69.6226, 'powdery': 59.0566, 'fresh spicy': 52.4528}"
La Yuqawam Jasmine Wisp,Rasasi,https://fimgs.net/mdimg/perfume/375x500.44897.jpg,for women,4.2,177,"sweet , fruity , vanilla , tropical , white floral , amber , citrus , fresh , coconut , powdery ",enormous,"['Mandarin Orange', 'Lemon', 'Grapefruit']","['Passionfruit', 'White Flowers', 'Pear', 'Coconut', 'Peach']","['Vanilla', 'Amber', 'Tonka Bean']","{'very weak': 7, 'weak': 3, 'moderate': 18, 'long lasting': 38, 'eternal': 39}",,"{'female': 35, 'more female': 3, 'unisex': 4, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 4, 'ok': 15, 'good value': 11, 'great value': 5}",,,,,,,,spring,"{'sweet': 100.0, 'fruity': 96.9791, 'vanilla': 84.8611, 'tropical': 67.7777, 'white floral': 67.5, 'amber': 61.5972, 'citrus': 58.4722, 'fresh': 57.1528, 'coconut': 57.0833, 'powdery': 47.4653}"
Burberry Her Intense,Burberry,https://fimgs.net/mdimg/perfume/375x500.56761.jpg,for women,3.85,607,"fruity , amber , sweet , warm spicy , fresh ",moderate,"['Red Fruits', 'Blackberry']",['Jasmine'],['Benzoin'],"{'very weak': 28, 'weak': 29, 'moderate': 64, 'long lasting': 120, 'eternal': 40}",,"{'female': 89, 'more female': 17, 'unisex': 9, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 10, 'ok': 52, 'good value': 24, 'great value': 4}",,,,,,,,fall and winter,"{'fruity': 100.0, 'amber': 69.4451, 'sweet': 54.6782, 'warm spicy': 49.7225, 'fresh': 45.2174}"
Oriental Orchid,Rirana Parfume,https://fimgs.net/mdimg/perfume/375x500.60724.jpg,for women and men,4.23,13,"white floral , warm spicy , floral , sweet , chocolate , patchouli , woody , balsamic , powdery , amber ",moderate,[],"['Orchid', 'White Flowers', 'Chocolate', 'Patchouli', 'Incense']",[],"{'very weak': 0, 'weak': 0, 'moderate': 1, 'long lasting': 3, 'eternal': 7}",,"{'female': 0, 'more female': 0, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 3, 'good value': 0, 'great value': 0}",,,,,,,,winter and spring,"{'white floral': 100.0, 'warm spicy': 97.2, 'floral': 92.0666, 'sweet': 91.6, 'chocolate': 82.2667, 'patchouli': 76.6667, 'woody': 60.8, 'balsamic': 58.0, 'powdery': 56.6, 'amber': 55.2}"
1 Million Lucky,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.48903.jpg,for men,4.22,1584,"woody , sweet , nutty , honey , fruity , ozonic , citrus , amber , floral ",moderate,"['Plum', 'Ozonic notes', 'Grapefruit', 'Bergamot']","['Hazelnut', 'Honey', 'Cedar', 'Cashmere Wood', 'Jasmine', 'Orange Blossom']","['Amberwood', 'Patchouli', 'Oakmoss', 'Vetiver']","{'very weak': 43, 'weak': 61, 'moderate': 241, 'long lasting': 434, 'eternal': 97}",,"{'female': 0, 'more female': 5, 'unisex': 58, 'more male': 93, 'male': 44}","{'way overpriced': 4, 'overpriced': 17, 'ok': 107, 'good value': 43, 'great value': 5}",,,,,,,,winter,"{'woody': 100.0, 'sweet': 83.926, 'nutty': 77.2509, 'honey': 75.4982, 'fruity': 70.6051, 'ozonic': 52.5665, 'citrus': 51.5076, 'amber': 46.5634, 'floral': 45.6724}"
Midnight Fantasy,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.802.jpg,for women,3.97,7337,"sweet , fruity , cherry , vanilla , powdery , nutty , floral , almond ",strong,"['Plum', 'Sour Cherry', 'Raspberry']","['Orchid', 'iris', 'Freesia']","['Vanilla', 'Amber', 'Musk']","{'very weak': 109, 'weak': 181, 'moderate': 609, 'long lasting': 759, 'eternal': 385}",,"{'female': 158, 'more female': 11, 'unisex': 8, 'more male': 0, 'male': 2}","{'way overpriced': 4, 'overpriced': 8, 'ok': 29, 'good value': 59, 'great value': 82}",,,,,,,,winter,"{'sweet': 100.0, 'fruity': 97.0704, 'cherry': 71.5287, 'vanilla': 62.6033, 'powdery': 55.4413, 'nutty': 50.7643, 'floral': 48.8268, 'almond': 46.6115}"
Shock-In-Scent For Women,Police,https://fimgs.net/mdimg/perfume/375x500.53442.jpg,for women,3.95,77,"honey , sweet , almond , amber , white floral , floral , nutty , powdery , fruity , animalic ",enormous,"['Almond', 'Bergamot']","['White Flowers', 'Jasmine', 'Ylang-Ylang']","['Honey', 'Amber', 'Orris Root']","{'very weak': 2, 'weak': 4, 'moderate': 17, 'long lasting': 21, 'eternal': 16}",,"{'female': 23, 'more female': 0, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 6, 'great value': 19}",,,,,,,,winter,"{'honey': 100.0, 'sweet': 87.0145, 'almond': 72.6087, 'amber': 68.5507, 'white floral': 68.5507, 'floral': 67.8913, 'nutty': 55.5652, 'powdery': 51.3551, 'fruity': 51.3044, 'animalic': 49.8334}"
Fantasy The Nice Remix,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.22960.jpg,for women,4.06,561,"sweet , white floral , fruity , musky , tropical , powdery , fresh ",moderate,[],"['Cupcake', 'Jasmine', 'Kiwi', 'Musk']",[],"{'very weak': 27, 'weak': 21, 'moderate': 67, 'long lasting': 61, 'eternal': 19}",,"{'female': 3, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 2}",,,,,,,,spring,"{'sweet': 100.0, 'white floral': 67.6176, 'fruity': 60.7355, 'musky': 59.47, 'tropical': 47.0753, 'powdery': 44.735, 'fresh': 44.0069}"
Cloud,Ariana Grande,https://fimgs.net/mdimg/perfume/375x500.50384.jpg,for women,4.05,2569,"sweet , lactonic , vanilla , coconut ",moderate,"['Lavender', 'Pear', 'Bergamot']","['Whipped cream', 'Praline', 'Coconut', 'Vanilla orchid']","['Musk', 'Woody Notes']","{'very weak': 140, 'weak': 150, 'moderate': 469, 'long lasting': 326, 'eternal': 170}",,"{'female': 284, 'more female': 168, 'unisex': 100, 'more male': 5, 'male': 2}","{'way overpriced': 12, 'overpriced': 28, 'ok': 116, 'good value': 260, 'great value': 117}",,,,,,,,winter,"{'sweet': 100.0, 'lactonic': 65.4038, 'vanilla': 61.4724, 'coconut': 52.6843}"
Lost Cherry,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.51411.jpg,for women and men,4.18,2274,"sweet , almond , cherry , nutty , fruity , vanilla , amber , warm spicy , woody , alcohol ",moderate,"['Sour Cherry', 'Bitter Almond', 'Liquor']","['Sour Cherry', 'Plum', 'Turkish Rose', 'Jasmine Sambac']","['Tonka Bean', 'Vanilla', 'Peru Balsam', 'Benzoin', 'Cinnamon', 'Sandalwood', 'Cedar', 'Cloves', 'Vetiver', 'Patchouli']","{'very weak': 115, 'weak': 145, 'moderate': 342, 'long lasting': 263, 'eternal': 108}",,"{'female': 159, 'more female': 115, 'unisex': 134, 'more male': 4, 'male': 5}","{'way overpriced': 235, 'overpriced': 89, 'ok': 52, 'good value': 6, 'great value': 12}",,,,,,,,winter,"{'sweet': 100.0, 'almond': 93.2931, 'cherry': 86.6359, 'nutty': 82.7012, 'fruity': 76.8985, 'vanilla': 62.6277, 'amber': 61.1746, 'warm spicy': 57.9752, 'woody': 56.3258, 'alcohol': 54.1001}"
Ombré Leather (2018),Tom Ford,https://fimgs.net/mdimg/perfume/375x500.50239.jpg,for women and men,4.4,2853,"leather , animalic , white floral , warm spicy , amber , smoky , earthy , mossy , patchouli , woody ",moderate,['Cardamom'],"['Leather', 'Jasmine Sambac']","['Amber', 'Moss', 'Patchouli']","{'very weak': 64, 'weak': 79, 'moderate': 258, 'long lasting': 726, 'eternal': 280}",,"{'female': 4, 'more female': 8, 'unisex': 151, 'more male': 164, 'male': 187}","{'way overpriced': 37, 'overpriced': 114, 'ok': 218, 'good value': 70, 'great value': 20}",,,,,,,,winter,"{'leather': 100.0, 'animalic': 71.3973, 'white floral': 58.7613, 'warm spicy': 56.2764, 'amber': 54.7961, 'smoky': 51.0, 'earthy': 49.1178, 'mossy': 48.6103, 'patchouli': 45.2266, 'woody': 44.719}"
L'Interdit Eau de Parfum,Givenchy,https://fimgs.net/mdimg/perfume/375x500.51488.jpg,for women,3.91,4137,"white floral , tuberose , sweet , woody , fruity , patchouli , citrus , vanilla , animalic , amber ",strong,"['Pear', 'Bergamot']","['Tuberose', 'Orange Blossom', 'Jasmine Sambac']","['Patchouli', 'Vanilla', 'Ambroxan', 'Vetiver']","{'very weak': 94, 'weak': 103, 'moderate': 366, 'long lasting': 640, 'eternal': 386}",,"{'female': 308, 'more female': 32, 'unisex': 21, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 68, 'ok': 188, 'good value': 40, 'great value': 12}",,,,,,,,fall,"{'white floral': 100.0, 'tuberose': 64.9232, 'sweet': 62.3878, 'woody': 51.0102, 'fruity': 50.3668, 'patchouli': 49.2398, 'citrus': 48.8048, 'vanilla': 47.9605, 'animalic': 45.9879, 'amber': 45.8626}"
Y Eau de Parfum,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.50757.jpg,for men,4.18,2485,"aromatic , woody , fresh spicy , amber , warm spicy , fruity , fresh , herbal , citrus , green ",strong,"['Apple', 'Ginger', 'Bergamot']","['Sage', 'Juniper Berries', 'Geranium']","['Amberwood', 'Tonka Bean', 'Cedar', 'Vetiver', 'Olibanum']","{'very weak': 60, 'weak': 106, 'moderate': 346, 'long lasting': 924, 'eternal': 166}",,"{'female': 2, 'more female': 3, 'unisex': 25, 'more male': 167, 'male': 313}","{'way overpriced': 49, 'overpriced': 126, 'ok': 236, 'good value': 71, 'great value': 8}",,,,,,,,spring,"{'aromatic': 100.0, 'woody': 79.5738, 'fresh spicy': 73.4814, 'amber': 72.0841, 'warm spicy': 71.743, 'fruity': 66.1307, 'fresh': 61.2038, 'herbal': 58.4126, 'citrus': 57.4027, 'green': 53.8797}"
Burberry Her,Burberry,https://fimgs.net/mdimg/perfume/375x500.51694.jpg,for women,3.73,2419,"fruity , sweet , woody , powdery , musky ",moderate,"['Strawberry', 'Raspberry', 'Blackberry', 'Sour Cherry', 'Black Currant', 'Mandarin Orange', 'Lemon']","['Violet', 'Jasmine']","['Musk', 'Vanilla', 'Oakmoss', 'Cashmeran', 'Woody Notes', 'Amber', 'Patchouli']","{'very weak': 70, 'weak': 88, 'moderate': 274, 'long lasting': 336, 'eternal': 150}",,"{'female': 241, 'more female': 39, 'unisex': 22, 'more male': 1, 'male': 1}","{'way overpriced': 13, 'overpriced': 53, 'ok': 155, 'good value': 52, 'great value': 11}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 78.4423, 'woody': 49.2938, 'powdery': 47.7743, 'musky': 47.7378}"
Oud for Greatness,Initio Parfums Prives,https://fimgs.net/mdimg/perfume/375x500.53641.jpg,for women and men,4.45,1278,"warm spicy , fresh spicy , oud , patchouli , lavender , musky , leather , woody , earthy , tobacco ",enormous,"['Saffron', 'Nutmeg', 'Lavender']",['Agarwood (Oud)'],"['Patchouli', 'Musk']","{'very weak': 52, 'weak': 39, 'moderate': 61, 'long lasting': 167, 'eternal': 576}",,"{'female': 9, 'more female': 4, 'unisex': 96, 'more male': 145, 'male': 75}","{'way overpriced': 80, 'overpriced': 89, 'ok': 70, 'good value': 45, 'great value': 13}",,,,,,,,winter,"{'warm spicy': 100.0, 'fresh spicy': 90.1848, 'oud': 88.9977, 'patchouli': 62.7765, 'lavender': 61.3591, 'musky': 56.9299, 'leather': 55.229, 'woody': 49.6659, 'earthy': 49.4179, 'tobacco': 48.9218}"
Nomade,Chloé,https://fimgs.net/mdimg/perfume/375x500.48434.jpg,for women,3.87,3573,"woody , citrus , fruity , mossy , earthy , floral , sweet , powdery , warm spicy , amber ",moderate,"['Mirabelle', 'Bergamot', 'Lemon', 'Orange']","['Freesia', 'Peach', 'Rose', 'Jasmine']","['Oakmoss', 'Amberwood', 'Patchouli', 'White Musk', 'Sandalwood']","{'very weak': 76, 'weak': 111, 'moderate': 339, 'long lasting': 463, 'eternal': 228}",,"{'female': 113, 'more female': 76, 'unisex': 66, 'more male': 5, 'male': 2}","{'way overpriced': 9, 'overpriced': 24, 'ok': 125, 'good value': 46, 'great value': 10}",,,,,,,,spring and summer,"{'woody': 100.0, 'citrus': 90.1937, 'fruity': 89.1132, 'mossy': 86.3523, 'earthy': 78.4586, 'floral': 76.1273, 'sweet': 67.4583, 'powdery': 55.6962, 'warm spicy': 55.6476, 'amber': 54.7453}"
Sauvage Eau de Parfum,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.48100.jpg,for men,4.03,2841,"fresh spicy , citrus , amber , musky , lavender , anis , soft spicy , vanilla , herbal , aromatic ",strong,['Bergamot'],"['Sichuan Pepper', 'Lavender', 'Star Anise', 'Nutmeg']","['Ambroxan', 'Vanilla']","{'very weak': 86, 'weak': 78, 'moderate': 213, 'long lasting': 927, 'eternal': 330}",,"{'female': 3, 'more female': 1, 'unisex': 14, 'more male': 58, 'male': 273}","{'way overpriced': 38, 'overpriced': 101, 'ok': 153, 'good value': 35, 'great value': 7}",,,,,,,,winter,"{'fresh spicy': 100.0, 'citrus': 80.6111, 'amber': 79.0337, 'musky': 59.4202, 'lavender': 54.4901, 'anis': 52.5651, 'soft spicy': 52.4421, 'vanilla': 51.3353, 'herbal': 50.9235, 'aromatic': 49.5814}"
Wanted by Night,Azzaro,https://fimgs.net/mdimg/perfume/375x500.49144.jpg,for men,4.21,1676,"warm spicy , cinnamon , woody , citrus , fruity , sweet , amber , aromatic , tobacco , fresh spicy ",strong,"['Cinnamon', 'Mandarin Orange', 'Lavender', 'Lemon']","['Fruity Notes', 'Incense', 'Red Cedar', 'Cumin']","['Tobacco', 'Vanilla', 'Cedar', 'Leather', 'Benzoin', 'Cypress', 'Iso E Super', 'Patchouli']","{'very weak': 59, 'weak': 59, 'moderate': 222, 'long lasting': 608, 'eternal': 91}",,"{'female': 3, 'more female': 2, 'unisex': 15, 'more male': 102, 'male': 177}","{'way overpriced': 6, 'overpriced': 20, 'ok': 107, 'good value': 103, 'great value': 49}",,,,,,,,fall and winter,"{'warm spicy': 100.0, 'cinnamon': 93.0397, 'woody': 89.6462, 'citrus': 86.2279, 'fruity': 85.8688, 'sweet': 79.7691, 'amber': 71.948, 'aromatic': 68.6412, 'tobacco': 68.2696, 'fresh spicy': 65.3097}"
Narciso Rouge,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.49331.jpg,for women,4.05,2252,"powdery , vanilla , musky , woody , iris , rose , sweet , earthy , aromatic , violet ",moderate,"['iris', 'Bulgarian Rose']","['Musk', 'Tuberose', 'Orange Blossom']","['Tonka Bean', 'Vanilla', 'White Cedar Extract', 'Cedar', 'Sandalwood', 'Vetiver']","{'very weak': 68, 'weak': 93, 'moderate': 330, 'long lasting': 205, 'eternal': 96}",,"{'female': 171, 'more female': 23, 'unisex': 7, 'more male': 0, 'male': 1}","{'way overpriced': 11, 'overpriced': 22, 'ok': 121, 'good value': 24, 'great value': 9}",,,,,,,,fall,"{'powdery': 100.0, 'vanilla': 82.1002, 'musky': 80.289, 'woody': 77.5466, 'iris': 73.9949, 'rose': 70.5267, 'sweet': 57.8805, 'earthy': 54.8812, 'aromatic': 52.0424, 'violet': 51.9974}"
The Only One,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.51249.jpg,for women,3.93,2105,"caramel , sweet , powdery , vanilla , violet , coffee , warm spicy , citrus , iris , fruity ",moderate,"['Violet', 'Bergamot', 'Orange']","['Coffee', 'Pear', 'iris', 'Orange Blossom', 'Rose']","['Caramel', 'Vanilla', 'Patchouli']","{'very weak': 54, 'weak': 95, 'moderate': 313, 'long lasting': 247, 'eternal': 75}",,"{'female': 163, 'more female': 21, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 27, 'ok': 101, 'good value': 28, 'great value': 7}",,,,,,,,fall,"{'caramel': 100.0, 'sweet': 94.3257, 'powdery': 91.5379, 'vanilla': 82.2614, 'violet': 80.9848, 'coffee': 79.3939, 'warm spicy': 69.106, 'citrus': 66.2348, 'iris': 65.4545, 'fruity': 57.2727}"
Bleu de Chanel Parfum,Chanel,https://fimgs.net/mdimg/perfume/375x500.49912.jpg,for men,4.15,1881,"woody , citrus , aromatic , amber , fresh spicy , warm spicy , powdery , green , lavender ",moderate,"['Lemon Zest', 'Bergamot', 'Mint', 'Artemisia']","['Lavender', 'Geranium', 'Pineapple', 'Green Notes']","['Sandalwood', 'Cedar', 'Amberwood', 'Iso E Super', 'Tonka Bean']","{'very weak': 86, 'weak': 75, 'moderate': 297, 'long lasting': 479, 'eternal': 148}",,"{'female': 1, 'more female': 1, 'unisex': 17, 'more male': 80, 'male': 192}","{'way overpriced': 69, 'overpriced': 107, 'ok': 88, 'good value': 21, 'great value': 10}",,,,,,,,summer,"{'woody': 100.0, 'citrus': 65.2876, 'aromatic': 64.2295, 'amber': 58.8671, 'fresh spicy': 56.4889, 'warm spicy': 48.5581, 'powdery': 48.4092, 'green': 46.0875, 'lavender': 45.9745}"
Coco Mademoiselle Intense,Chanel,https://fimgs.net/mdimg/perfume/375x500.48310.jpg,for women,4.3,2412,"citrus , vanilla , patchouli , sweet , woody , amber , warm spicy , balsamic , rose , fruity ",strong,"['Sicilian Orange', 'Calabrian bergamot', 'Lemon']","['Rose', 'Fruity Notes', 'Jasmine']","['Patchouli', 'Tonka Bean', 'Madagascar Vanilla', 'Labdanum', 'White Musk']","{'very weak': 62, 'weak': 70, 'moderate': 163, 'long lasting': 359, 'eternal': 279}",,"{'female': 120, 'more female': 25, 'unisex': 17, 'more male': 0, 'male': 0}","{'way overpriced': 19, 'overpriced': 48, 'ok': 62, 'good value': 16, 'great value': 8}",,,,,,,,fall,"{'citrus': 100.0, 'vanilla': 92.3802, 'patchouli': 82.2433, 'sweet': 76.5974, 'woody': 68.3632, 'amber': 65.0267, 'warm spicy': 63.5306, 'balsamic': 57.8967, 'rose': 56.2404, 'fruity': 53.272}"
La Nuit Trésor à la Folie,Lancome,https://fimgs.net/mdimg/perfume/375x500.48019.jpg,for women,4.21,1892,"vanilla , amber , sweet , fruity , soft spicy , fresh , rose , warm spicy , floral , powdery ",strong,"['Red Currant', 'Pear', 'Pink Pepper', 'Bergamot']","['Damask Rose', 'Violet', 'Peony', 'Jasmine']","['Bourbon Vanilla', 'Tonka Bean', 'Benzoin', 'Nutmeg', 'Ambroxan', 'Patchouli', 'Woody Notes']","{'very weak': 48, 'weak': 70, 'moderate': 189, 'long lasting': 244, 'eternal': 141}",,"{'female': 129, 'more female': 13, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 31, 'ok': 56, 'good value': 32, 'great value': 4}",,,,,,,,winter,"{'vanilla': 100.0, 'amber': 78.0656, 'sweet': 67.3995, 'fruity': 60.7908, 'soft spicy': 55.2649, 'fresh': 54.1597, 'rose': 53.7565, 'warm spicy': 52.0141, 'floral': 51.2026, 'powdery': 50.8243}"
